datetime,portfolio_value,cash,positions,return
2020-01-02 08:30:00-05:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",
2020-01-02 09:30:00-05:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2020-01-02 09:30:00-05:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2020-01-03 09:30:00-05:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2020-01-04 09:30:00-05:00,100000.0,47329.75939941406,"[{'asset': USD, 'quantity': 47329.75939941406}, {'asset': SPY, 'quantity': 164.0}]",0.0
2020-01-04 09:25:00-05:00,100000.0,47329.75939941406,"[{'asset': USD, 'quantity': 47329.75939941406}, {'asset': SPY, 'quantity': 164.0}]",0.0
2020-01-06 08:30:00-05:00,99890.11779785156,47329.75939941406,"[{'asset': USD, 'quantity': 47329.75939941406}, {'asset': SPY, 'quantity': 164.0}]",-0.0010988220214843691
2020-01-06 09:30:00-05:00,99890.11779785156,47329.75939941406,"[{'asset': USD, 'quantity': 47329.75939941406}, {'asset': SPY, 'quantity': 164.0}]",0.0
2020-01-06 09:30:00-05:00,99890.11779785156,47329.75939941406,"[{'asset': USD, 'quantity': 47329.75939941406}, {'asset': SPY, 'quantity': 164.0}]",0.0
2020-01-07 09:30:00-05:00,100499.84750366211,22652.030151367188,"[{'asset': USD, 'quantity': 22652.030151367188}, {'asset': SPY, 'quantity': 241.0}]",0.0061040042724191945
2020-01-08 09:30:00-05:00,100499.84750366211,100499.84750366211,"[{'asset': USD, 'quantity': 100499.84750366211}]",0.0
2020-01-09 09:30:00-05:00,101002.1676940918,50121.207122802734,"[{'asset': USD, 'quantity': 50121.207122802734}, {'asset': SPY, 'quantity': 156.0}]",0.004998218434225876
2020-01-10 09:30:00-05:00,101269.97885131836,23702.246826171875,"[{'asset': USD, 'quantity': 23702.246826171875}, {'asset': SPY, 'quantity': 237.0}]",0.002651538707938439
2020-01-11 09:30:00-05:00,101269.97885131836,11265.226501464844,"[{'asset': USD, 'quantity': 11265.226501464844}, {'asset': SPY, 'quantity': 275.0}]",0.0
2020-01-11 09:25:00-05:00,101269.97885131836,11265.226501464844,"[{'asset': USD, 'quantity': 11265.226501464844}, {'asset': SPY, 'quantity': 275.0}]",0.0
2020-01-13 08:30:00-05:00,101022.48052978516,11265.226501464844,"[{'asset': USD, 'quantity': 11265.226501464844}, {'asset': SPY, 'quantity': 275.0}]",-0.0024439456227849377
