time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2020-01-02 09:30:00-05:00,SARSATrader,bb81cc5cac564027b3c1e10127832ae8,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-01-02 09:30:00-05:00,SARSATrader,bb81cc5cac564027b3c1e10127832ae8,SPY,buy,market,fill,1,gtc,0.0,1,stock,323.5400085449219,155.0,0.0
2020-01-03 09:30:00-05:00,SARSATrader,70094ee605bb42488259c1c005517f57,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-01-03 09:30:00-05:00,SARSATrader,70094ee605bb42488259c1c005517f57,SPY,buy,market,fill,1,gtc,0.0,1,stock,321.1600036621094,78.0,0.0
2020-01-06 09:30:00-05:00,SARSATrader,7282e7a8a2034afe921e2a43c6c27c70,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-01-06 09:30:00-05:00,SARSATrader,7282e7a8a2034afe921e2a43c6c27c70,SPY,buy,market,fill,1,gtc,0.0,1,stock,320.489990234375,39.0,0.0
2020-01-07 09:30:00-05:00,SARSATrader,c1e6cb3d1e794196a2309b0eaa943f73,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-01-07 09:30:00-05:00,SARSATrader,c1e6cb3d1e794196a2309b0eaa943f73,SPY,buy,market,fill,1,gtc,0.0,1,stock,323.0199890136719,19.0,0.0
2020-01-08 09:30:00-05:00,SARSATrader,750809592d73449b88cf6712b1fcee4e,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-01-08 09:30:00-05:00,SARSATrader,750809592d73449b88cf6712b1fcee4e,SPY,buy,market,fill,1,gtc,0.0,1,stock,322.94000244140625,10.0,0.0
2020-01-09 09:30:00-05:00,SARSATrader,c1c6001f0a8943b0a4571cd499ca2ef6,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-01-09 09:30:00-05:00,SARSATrader,c1c6001f0a8943b0a4571cd499ca2ef6,SPY,buy,market,fill,1,gtc,0.0,1,stock,326.1600036621094,4.0,0.0
2020-01-10 09:30:00-05:00,SARSATrader,67b91fc1f5234ec4a82cfb0385928fde,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-01-10 09:30:00-05:00,SARSATrader,67b91fc1f5234ec4a82cfb0385928fde,SPY,buy,market,fill,1,gtc,0.0,1,stock,327.2900085449219,2.0,0.0
2020-01-13 09:30:00-05:00,SARSATrader,aa6d2516acea4fd0b4ac4e6c949b704e,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-01-13 09:30:00-05:00,SARSATrader,aa6d2516acea4fd0b4ac4e6c949b704e,SPY,buy,market,fill,1,gtc,0.0,1,stock,326.3900146484375,1.0,0.0
2020-01-14 09:30:00-05:00,SARSATrader,242f24316ded43b38d71394eaeee8dd9,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-01-14 09:30:00-05:00,SARSATrader,242f24316ded43b38d71394eaeee8dd9,SPY,buy,market,fill,1,gtc,0.0,1,stock,327.4700012207031,1.0,0.0
2020-02-26 09:30:00-05:00,SARSATrader,a0256af3af774357bda346faf44f0bb3,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-02-26 09:30:00-05:00,SARSATrader,dbebe86486614335bb4b5dc73a37384d,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2020-02-26 09:30:00-05:00,SARSATrader,2c64123787f442cd9004db0ce28230a5,SPY,sell,stop,fill,1,day,0.0,1,stock,310.92550811767575,2.0,0.0
2020-02-26 09:30:00-05:00,SARSATrader,d4bfd85346df46f7bcf8753868f5f807,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2020-02-26 09:30:00-05:00,SARSATrader,9e26d0a1171e43a2b32cf45df7135a46,SPY,sell,stop,fill,1,day,0.0,1,stock,311.096501159668,1.0,0.0
2020-02-26 09:30:00-05:00,SARSATrader,a0256af3af774357bda346faf44f0bb3,SPY,buy,market,fill,1,gtc,0.0,1,stock,314.17999267578125,1.0,0.0
2020-02-27 09:30:00-05:00,SARSATrader,1a7734d40d984852a08d8375383b9ff7,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-02-27 09:30:00-05:00,SARSATrader,9ebb8c89c5524580ab3b670b3694fdee,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2020-02-27 09:30:00-05:00,SARSATrader,88af75553cea44eb84692def4ed95bb9,SPY,sell,stop,fill,1,day,0.0,1,stock,305.4599914550781,155.0,0.0
2020-02-27 09:30:00-05:00,SARSATrader,40600af20a9d4e7dae6a0ad77172be14,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2020-02-27 09:30:00-05:00,SARSATrader,0528088079884138a1712f1b5c9ca7df,SPY,sell,stop,fill,1,day,0.0,1,stock,305.1020034790039,78.0,0.0
2020-02-27 09:30:00-05:00,SARSATrader,f9071b4b51314a9399b9db5b83500a8f,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2020-02-27 09:30:00-05:00,SARSATrader,8c852b83741b40de9b5241ff6628979b,SPY,sell,stop,fill,1,day,0.0,1,stock,304.4654907226562,39.0,0.0
2020-02-27 09:30:00-05:00,SARSATrader,c69bc61388924795adbcaa48cd92f313,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2020-02-27 09:30:00-05:00,SARSATrader,d9ce3e3c1fc1488f89e56f5eeae63220,SPY,sell,stop,fill,1,day,0.0,1,stock,305.4599914550781,19.0,0.0
2020-02-27 09:30:00-05:00,SARSATrader,bfaf27db74d240218a42a83b262061ce,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
