time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2020-01-02 09:30:00-05:00,sarsa_strat,028cbc4d4fcb4fb39740c5ad97230a6f,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-01-02 09:30:00-05:00,sarsa_strat,028cbc4d4fcb4fb39740c5ad97230a6f,SPY,buy,market,fill,1,gtc,0.0,1,stock,323.5400085449219,155.0,0.0
2020-01-03 09:30:00-05:00,sarsa_strat,f76a2920a89f4db5b75e75c6ddab17b3,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-01-03 09:30:00-05:00,sarsa_strat,f76a2920a89f4db5b75e75c6ddab17b3,SPY,buy,market,fill,1,gtc,0.0,1,stock,321.1600036621094,78.0,0.0
2020-01-06 09:30:00-05:00,sarsa_strat,b53580281ed64d1ba625d0fe2c0e5689,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-01-06 09:30:00-05:00,sarsa_strat,b53580281ed64d1ba625d0fe2c0e5689,SPY,buy,market,fill,1,gtc,0.0,1,stock,320.489990234375,39.0,0.0
2020-01-07 09:30:00-05:00,sarsa_strat,38be69e579c5486c8f5fa7eac5366e2f,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-01-07 09:30:00-05:00,sarsa_strat,38be69e579c5486c8f5fa7eac5366e2f,SPY,buy,market,fill,1,gtc,0.0,1,stock,323.0199890136719,19.0,0.0
2020-01-08 09:30:00-05:00,sarsa_strat,c5f647fcf66f4cbeaa0916d034ca430c,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-01-08 09:30:00-05:00,sarsa_strat,c5f647fcf66f4cbeaa0916d034ca430c,SPY,buy,market,fill,1,gtc,0.0,1,stock,322.94000244140625,10.0,0.0
2020-01-09 09:30:00-05:00,sarsa_strat,1a04ce7fbd224f31b52bee037c7b918f,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-01-09 09:30:00-05:00,sarsa_strat,1a04ce7fbd224f31b52bee037c7b918f,SPY,buy,market,fill,1,gtc,0.0,1,stock,326.1600036621094,4.0,0.0
2020-01-10 09:30:00-05:00,sarsa_strat,bc82205b7c354503af7f0cbe6c4e33fc,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-01-10 09:30:00-05:00,sarsa_strat,bc82205b7c354503af7f0cbe6c4e33fc,SPY,buy,market,fill,1,gtc,0.0,1,stock,327.2900085449219,2.0,0.0
2020-01-14 09:30:00-05:00,sarsa_strat,bf5c1041d43446e39922577472ec0523,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-01-14 09:30:00-05:00,sarsa_strat,bf5c1041d43446e39922577472ec0523,SPY,buy,market,fill,1,gtc,0.0,1,stock,327.4700012207031,1.0,0.0
2020-01-16 09:30:00-05:00,sarsa_strat,1dc7a38da1f44612a452256ef20a92f4,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-01-16 09:30:00-05:00,sarsa_strat,1dc7a38da1f44612a452256ef20a92f4,SPY,buy,market,fill,1,gtc,0.0,1,stock,329.70001220703125,1.0,0.0
2020-02-25 09:30:00-05:00,sarsa_strat,8002cdb4c3fd432ab0bf3533f60263ab,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2020-02-25 09:30:00-05:00,sarsa_strat,c69c0243184541dcaeb463daa7d59fc5,SPY,sell,stop,fill,1,day,0.0,1,stock,313.2150115966797,1.0,0.0
2020-02-26 09:30:00-05:00,sarsa_strat,9be33b5415834e04ab859e8223ba7b41,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-02-26 09:30:00-05:00,sarsa_strat,9106fa9a9b084d718e0ce175f3b1234b,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2020-02-26 09:30:00-05:00,sarsa_strat,e1bac06ce11a408caa7fc7a9df986354,SPY,sell,stop,fill,1,day,0.0,1,stock,310.92550811767575,2.0,0.0
2020-02-26 09:30:00-05:00,sarsa_strat,080af41ead3f42c597a670472da31494,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2020-02-26 09:30:00-05:00,sarsa_strat,1549d49783e74bf99b79d3cc3206078b,SPY,sell,stop,fill,1,day,0.0,1,stock,311.096501159668,1.0,0.0
2020-02-26 09:30:00-05:00,sarsa_strat,9be33b5415834e04ab859e8223ba7b41,SPY,buy,market,fill,1,gtc,0.0,1,stock,314.17999267578125,1.0,0.0
2020-02-27 09:30:00-05:00,sarsa_strat,38f6f7d75e4c4c409dbf709d852fe25b,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-02-27 09:30:00-05:00,sarsa_strat,d25778f7a4bb4887adcb7ebfca02286d,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2020-02-27 09:30:00-05:00,sarsa_strat,c10d8f38214f444fa78f1c3e2f6d0efb,SPY,sell,stop,fill,1,day,0.0,1,stock,305.4599914550781,155.0,0.0
2020-02-27 09:30:00-05:00,sarsa_strat,720888f7a5e64e7d8bf54b17ee887978,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2020-02-27 09:30:00-05:00,sarsa_strat,9d0465e3c0224b0eb2c8de1322e88094,SPY,sell,stop,fill,1,day,0.0,1,stock,305.1020034790039,78.0,0.0
2020-02-27 09:30:00-05:00,sarsa_strat,9217b15fe601455a9459b5d30a158063,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2020-02-27 09:30:00-05:00,sarsa_strat,a822e8d52db54288b2bd7f956a3cf797,SPY,sell,stop,fill,1,day,0.0,1,stock,304.4654907226562,39.0,0.0
2020-02-27 09:30:00-05:00,sarsa_strat,e1719a061ace4daea0c603b95fe75112,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2020-02-27 09:30:00-05:00,sarsa_strat,7604b4ce82cd419f90f25575753048ac,SPY,sell,stop,fill,1,day,0.0,1,stock,305.4599914550781,19.0,0.0
2020-02-27 09:30:00-05:00,sarsa_strat,bb5504024211467784266b9159dbedb6,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2020-02-27 09:30:00-05:00,sarsa_strat,cefb8838dd634fb2bfc2fc768394f51f,SPY,sell,stop,fill,1,day,0.0,1,stock,305.4599914550781,10.0,0.0
2020-02-27 09:30:00-05:00,sarsa_strat,ab6b9beb908a43faab74c942c17905d6,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2020-02-27 09:30:00-05:00,sarsa_strat,90433f4c896b492d99844e2cd80784b6,SPY,sell,stop,fill,1,day,0.0,1,stock,305.4599914550781,4.0,0.0
2020-02-27 09:30:00-05:00,sarsa_strat,852b07923555406f97652aa5ff6502c8,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2020-02-27 09:30:00-05:00,sarsa_strat,ad5bec05d6b84f4d9e749d6e4d3bc51e,SPY,sell,stop,fill,1,day,0.0,1,stock,298.4709930419922,1.0,0.0
2020-02-27 09:30:00-05:00,sarsa_strat,38f6f7d75e4c4c409dbf709d852fe25b,SPY,buy,market,fill,1,gtc,0.0,1,stock,305.4599914550781,2.0,0.0
2020-02-28 09:30:00-05:00,sarsa_strat,251269c1f42b4639a760b7852c211193,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-02-28 09:30:00-05:00,sarsa_strat,d0c912851d6b4d08b178f2ebbb98b4c2,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2020-02-28 09:30:00-05:00,sarsa_strat,eb6c9ca8eae74c37a43552c21dd45e47,SPY,sell,stop,fill,1,day,0.0,1,stock,288.70001220703125,2.0,0.0
2020-02-28 09:30:00-05:00,sarsa_strat,251269c1f42b4639a760b7852c211193,SPY,buy,market,fill,1,gtc,0.0,1,stock,288.70001220703125,163.0,0.0
2020-03-02 09:30:00-05:00,sarsa_strat,edf1c7d127684122b422b5230ea77dd5,SPY,sell,stop,canceled,1,day,0.0,1,stock,,,
2020-03-02 09:30:00-05:00,sarsa_strat,c07177d6a61b43e1b8c2e36ab891968c,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2020-03-02 09:30:00-05:00,sarsa_strat,cc167bfa4dd24569bed1ca98327c4e4a,SPY,sell,market,new,1,day,0.0,1,stock,,,
2020-03-02 09:30:00-05:00,sarsa_strat,4ae1b40a58d24ce591428fba5c59b0da,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2020-03-02 09:30:00-05:00,sarsa_strat,cc167bfa4dd24569bed1ca98327c4e4a,SPY,sell,market,fill,1,day,0.0,1,stock,298.2099914550781,163.0,0.0
2020-03-02 09:30:00-05:00,sarsa_strat,4ae1b40a58d24ce591428fba5c59b0da,SPY,sell,market,fill,1,gtc,0.0,1,stock,298.2099914550781,80.0,0.0
2020-03-03 09:30:00-05:00,sarsa_strat,4d0f208f3ad149498cfe2714b148707c,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2020-03-03 09:30:00-05:00,sarsa_strat,684ee071bc9a4a1e938abfd19dd40e0c,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2020-03-03 09:30:00-05:00,sarsa_strat,8d8ff94d27b848ceb69a719be3bf36f5,SPY,buy,market,new,1,day,0.0,1,stock,,,
2020-03-03 09:30:00-05:00,sarsa_strat,46dcaeeadede4650965abe5a2483ad28,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-03-03 09:30:00-05:00,sarsa_strat,8d8ff94d27b848ceb69a719be3bf36f5,SPY,buy,market,fill,1,day,0.0,1,stock,309.5,80.0,0.0
2020-03-03 09:30:00-05:00,sarsa_strat,46dcaeeadede4650965abe5a2483ad28,SPY,buy,market,fill,1,gtc,0.0,1,stock,309.5,194.0,0.0
2020-03-04 09:30:00-05:00,sarsa_strat,bfa4d84bd40741ad89166bd750359257,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-03-04 09:30:00-05:00,sarsa_strat,bfa4d84bd40741ad89166bd750359257,SPY,buy,market,fill,1,gtc,0.0,1,stock,306.1199951171875,58.0,0.0
2020-03-05 09:30:00-05:00,sarsa_strat,02c34b68b31b4a1aae8d3923833778d5,SPY,sell,stop,canceled,1,day,0.0,1,stock,,,
