time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2020-01-02 09:30:00-05:00,sarsa_strat,076c3f0b42d847d09145fbb58963ab50,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-01-02 09:30:00-05:00,sarsa_strat,076c3f0b42d847d09145fbb58963ab50,SPY,buy,market,fill,1,gtc,0.0,1,stock,323.5400085449219,155.0,0.0
2020-01-03 09:30:00-05:00,sarsa_strat,5cf7e339abd1458da74039e61654879e,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-01-03 09:30:00-05:00,sarsa_strat,5cf7e339abd1458da74039e61654879e,SPY,buy,market,fill,1,gtc,0.0,1,stock,321.1600036621094,78.0,0.0
2020-01-06 09:30:00-05:00,sarsa_strat,6b535535f44e41008bd9dfec8533c024,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-01-06 09:30:00-05:00,sarsa_strat,6b535535f44e41008bd9dfec8533c024,SPY,buy,market,fill,1,gtc,0.0,1,stock,320.489990234375,39.0,0.0
2020-01-07 09:30:00-05:00,sarsa_strat,39d2a54d7a394f09b5d6e23d1ffd73df,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-01-07 09:30:00-05:00,sarsa_strat,39d2a54d7a394f09b5d6e23d1ffd73df,SPY,buy,market,fill,1,gtc,0.0,1,stock,323.0199890136719,19.0,0.0
2020-01-08 09:30:00-05:00,sarsa_strat,727302624dc74808b7a144972b529ea7,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-01-08 09:30:00-05:00,sarsa_strat,727302624dc74808b7a144972b529ea7,SPY,buy,market,fill,1,gtc,0.0,1,stock,322.94000244140625,10.0,0.0
2020-01-09 09:30:00-05:00,sarsa_strat,c0c4f4cb10df49c08445e6f169574d11,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-01-09 09:30:00-05:00,sarsa_strat,c0c4f4cb10df49c08445e6f169574d11,SPY,buy,market,fill,1,gtc,0.0,1,stock,326.1600036621094,4.0,0.0
2020-01-10 09:30:00-05:00,sarsa_strat,b2f37ba44ed4415ba579b08eee454bdd,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-01-10 09:30:00-05:00,sarsa_strat,b2f37ba44ed4415ba579b08eee454bdd,SPY,buy,market,fill,1,gtc,0.0,1,stock,327.2900085449219,2.0,0.0
2020-01-13 09:30:00-05:00,sarsa_strat,cf58715e8f794c2cbd034f6d6d4562ab,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-01-13 09:30:00-05:00,sarsa_strat,cf58715e8f794c2cbd034f6d6d4562ab,SPY,buy,market,fill,1,gtc,0.0,1,stock,326.3900146484375,1.0,0.0
2020-01-14 09:30:00-05:00,sarsa_strat,b84e5fc58e9b46d6a3368eed5e21fee5,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-01-14 09:30:00-05:00,sarsa_strat,b84e5fc58e9b46d6a3368eed5e21fee5,SPY,buy,market,fill,1,gtc,0.0,1,stock,327.4700012207031,1.0,0.0
2020-02-26 09:30:00-05:00,sarsa_strat,f1e5defdedda48d4b9d4069e38982de9,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-02-26 09:30:00-05:00,sarsa_strat,3b5eb39abe6a4ae2b83c9ff27b4ac9bc,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2020-02-26 09:30:00-05:00,sarsa_strat,446e08dfb0ba412199f18bd5c75327d8,SPY,sell,stop,fill,1,day,0.0,1,stock,310.92550811767575,2.0,0.0
2020-02-26 09:30:00-05:00,sarsa_strat,3184e53a2b33437ab1ea30e4804735eb,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2020-02-26 09:30:00-05:00,sarsa_strat,4aface5819b341c488f7eeb8a38f727d,SPY,sell,stop,fill,1,day,0.0,1,stock,311.096501159668,1.0,0.0
2020-02-26 09:30:00-05:00,sarsa_strat,f1e5defdedda48d4b9d4069e38982de9,SPY,buy,market,fill,1,gtc,0.0,1,stock,314.17999267578125,1.0,0.0
